album_id,album_comments,album_date_created,album_date_released,album_favorites,album_listens,album_title,album_tracks,album_type,artist_name
13059,4,12-12-2012,06-12-2008,6,196518,In The Early Months,4,Album,Ghost Hunter
13060,3,12-12-2012,00-00-0000,1,37175,ePop028,3,Album,Sleeping Policemen
13061,0,12-12-2012,12-12-2012,0,3334,Prasasti,6,Album,Zoo
13062,6,12-12-2012,12-12-2012,61,355881,Creative Commons Volume. 5,13,Album,Dexter Britain
13063,0,12-12-2012,12-12-2012,0,27009,nxVacuity002,4,Album,Miquel Parera
13065,0,13-12-2012,19-11-2012,1,3446,"Live at WFMU on Scott Williams' Show - November 19, 2012",5,Radio Program,Balboa
13066,0,13-12-2012,08-12-2012,0,2382,"Live on WFMU's Cherry Blossom Clinic, December 8, 2012",11,Radio Program,SUBSONICS
13069,0,14-12-2012,14-12-2012,0,3440,Xmaswoy,2,Album,Sans Blanc
13070,1,14-12-2012,01-02-2012,5,14109,Misadventure of a Meaty Machine,11,Album,Cherly KaCherly
13073,0,15-12-2012,15-12-2012,0,29132,Make A Wish (for Christmas),2,Album,Lee Rosevere
13074,0,15-12-2012,00-00-0000,0,14039,This Christmas,2,unknown,Dott
13075,0,16-12-2012,00-00-0000,0,4440,Elohei,17,Album,YuTaNi
13077,0,16-12-2012,04-01-2012,2,7664,Crimson,11,Album,Hudson
13078,1,16-12-2012,00-00-0000,2,38404,Modern Antiques Vol 1 & 2,19,Album,Silence Is Sexy
13079,0,16-12-2012,16-12-2012,0,3014,Home,3,Album,Laura Jorgensen
13080,0,16-12-2012,27-01-2012,1,5392,House of Tolerance,10,Album,Cambriana
13081,0,16-12-2012,02-03-2012,0,1586,Güacho Vol. 1,6,Album,Güacho
13082,0,16-12-2012,05-04-2012,1,4047,Summer Between Somewheres,7,Album,The Aaron Boudreaux Special
13083,0,16-12-2012,24-09-2012,1,5803,La Porte,1,Album,TM Hunter
13086,0,16-12-2012,00-00-0000,0,2250,Bärlin,1,Album,Bärlin
13089,0,16-12-2012,13-03-2012,0,4732,Mystery Pills,5,Album,Mystery Pills
13090,0,17-12-2012,17-08-2009,2,8566,Of Men And Machines,18,Album,Various Artists
13091,0,17-12-2012,19-06-2009,1,2639,Domestic Landscapes,10,Album,Pacoalvarez
13092,0,17-12-2012,17-05-2009,0,3369,Corrupted Loops for Damaged Bots,14,Album,Orbique
13093,0,17-12-2012,31-03-2009,1,5066,Leonard,12,Album,Bitbasic
13094,0,17-12-2012,19-02-2009,0,6282,Breakdown,5,Album,lukeing forward
13095,0,17-12-2012,00-00-0000,3,29911,Xmas 2012,3,unknown,Dexter Britain
13098,0,18-12-2012,19-11-2008,0,5682,This Town,8,Album,Kid Caustic
13099,0,18-12-2012,20-09-2008,0,16085,Wandering in Urban Fog,9,Album,lukeing forward
13100,0,18-12-2012,15-10-2008,0,1363,Lebensbegleitende Musik,8,Album,deef
13101,0,18-12-2012,13-08-2008,1,5346,Press Any Key,5,Album,Human Terminal
13102,0,18-12-2012,29-07-2008,0,4003,Sterling Highway,8,Album,Kid Caustic
13103,0,18-12-2012,02-07-2008,0,4608,Primitve Infrastructure,4,Album,Monad
13105,0,18-12-2012,22-12-2012,0,2731,Split EP,8,Album,Floating Spirits / Min-Y-Llan
13106,1,19-12-2012,19-12-2012,0,2011,WHNZ:50:SPACLE,6,Album,Sparrow In Snow / All Blacks / Serpent's Circle
13107,1,19-12-2012,19-12-2012,1,8274,Wives,15,Album,Eaters
13108,0,19-12-2012,05-08-2012,0,12429,Wormhole,35,Album,Shamil Elvenheim
13109,0,19-12-2012,01-12-2012,0,3605,Heterotropic (Where We Used To Belong),1,Album,Bad Bats
13110,0,20-12-2012,00-00-0000,0,3275,Rebencazo del alma,8,Album,Los Primos
13111,0,20-12-2012,17-12-2012,0,937,"Live on WFMU's Airborne Event with Dan Bodah, December 17, 2012",6,Radio Program,Jim Coleman
13114,0,20-12-2012,12-12-2012,1,4203,"Live at WFMU's The Long Rally with Scott McDowell - December 14, 2012",6,Live Performance,Starred
13115,0,20-12-2012,07-12-2012,0,3311,"Live on WFMU's The Long Rally with Scott McDowell - December 7, 2012",4,Live Performance,Source Of Yellow
13116,0,20-12-2012,12-11-2012,0,2480,"Live on WFMU with Irene Trudel - November 12, 2012",9,Radio Program,The Letter Yellow
1312,0,04-12-2008,16-02-2006,0,2428,Live at WFMU on The Cherry Blossom Clinic 2/18/2006,15,Live Performance,Leather Uppers
13120,0,21-12-2012,21-12-2012,3,59048,l'esprit d'escalier,16,Album,johnny_ripper
13122,0,22-12-2012,21-12-2012,0,1134,WHNZ:51:SEPURA,12,Album,Criadero en Seres
13123,0,22-12-2012,00-00-0000,1,3386,Rust Belt (1968),11,unknown,The Fucked Up Beat
13124,0,22-12-2012,00-00-0000,1,4113,Rust Belt (1961),11,unknown,The Fucked Up Beat
13131,0,23-12-2012,01-06-2011,0,15519,Apolinar,6,Album,Matanza
13132,0,23-12-2012,16-05-2012,0,9352,I had to let God be in Control of ALL Things,8,Album,Marco Trovatello
13135,0,24-12-2012,00-00-0000,0,459,Humboldt Fog,2,Album,Luminous in Nummer
13136,0,24-12-2012,00-00-0000,0,43946,Harvest,1,Album,Keep Them Alive
13137,0,24-12-2012,06-04-2011,4,26633,Tactical Assault,7,Album,Mizuki's Last Chance
13138,0,24-12-2012,24-08-2012,0,2119,Marco Trovatello Remix,1,Album,DasBlaueMonster
13139,0,24-12-2012,28-02-2012,0,2375,Uno,1,Album,AQUIETBUMP / AQBMP (Various Artists)
13140,0,24-12-2012,25-12-2012,0,1371,Krestovsky - Singles,1,Album,Krestovsky
13141,0,25-12-2012,25-12-2012,5,71383,En attendant Noël...,24,Album,Various Artists (@diffuser.net)
13142,0,25-12-2012,22-12-2012,0,831,WHNZ:53:SOMN,6,Album,D.Y.K.G.
13143,0,25-12-2012,20-10-2012,1,6477,selected works,17,Album,bio.nico
13146,0,26-12-2012,25-12-2012,0,1202,[EPV_114] re:ili,2,Album,SHOMOMOSE × mitsuru shimizu
13148,0,26-12-2012,05-11-2012,0,29688,Fundacion Robo,27,Album,Robo
13149,0,26-12-2012,19-04-2011,0,9406,Satsangs In The Dark,19,Album,Wings Of An Angel
1315,0,04-12-2008,04-03-2008,0,8636,Live at WFMU on Tom Sharpling's Show on 3/4/2008,1,Live Performance,Ted Leo
13150,0,27-12-2012,01-02-2012,0,2294,In My Darkest Dreams,13,Album,Wings Of An Angel
13151,0,27-12-2012,00-00-0000,1,861,Fantasmage,1,Album,Fantasmage
13152,0,27-12-2012,00-00-0000,0,1513,"Live on My Castle of Quiet, 10.12.2012",2,Album,Lea Bertucci
13153,0,27-12-2012,00-00-0000,0,829,Live on WFMU's My Castle of Quiet,1,Album,K-Salvatore
13155,0,27-12-2012,00-00-0000,0,684,Live on WFMU's Minor Music with Jesse Krakow 11/12/12,8,Album,Pink Veins
13156,0,27-12-2012,17-12-2012,0,1674,Live on WFMU's Minor Music with Jesse Krakow 12/17/12,8,Album,Screaming Mirror
13157,0,28-12-2012,00-00-0000,0,6012,England Without Rain,12,Album,Talk Less Say More
13158,0,28-12-2012,00-00-0000,0,1300,eme,7,Album,Stereoboy
13159,0,28-12-2012,00-00-0000,3,8428,Postcard #1: Songs for the Apocalypse,4,Album,Entertainment for the Braindead
13160,0,28-12-2012,05-03-2012,0,3927,Spring EP,10,Album,Arcade Island
13161,0,28-12-2012,01-01-2012,0,5972,My Room Is The World,6,Album,Ubik
13162,0,28-12-2012,01-03-2012,0,12638,Van Van,12,Album,Grâce et Volupté Van Van
13163,0,28-12-2012,05-08-2011,0,2185,Try This At Home,4,Album,Finding Fiction
13174,1,29-12-2012,00-00-0000,0,5402,selected tracks by Bacalao (2012),5,Single Tracks,Bacalao
13175,0,29-12-2012,17-11-2012,1,6645,Tiny Hazard,5,Album,Tiny Hazard
13179,0,30-12-2012,29-12-2012,1,17934,Squirrelwood,6,Album,Long Hair
13180,0,30-12-2012,00-00-0000,2,11955,Velma Remains,16,unknown,Mr. & Mrs. Smith
13181,0,30-12-2012,00-00-0000,0,4390,Yes Means No,7,Album,I Am Not Lefthanded
13185,0,31-12-2012,31-12-2012,0,5563,Broadcast Four,16,Album,New Weird Australia
13186,0,01-01-2013,00-00-0000,0,1871,Highest Floor (of the Forest),5,Album,Bureaucrat & The Conspirators
13188,1,01-01-2013,00-00-0000,9,77743,Dune,14,Album,Jahzzar
13190,0,01-01-2013,01-01-2013,0,2950,Eternal Youth and Obscurity,10,Album,Spirit Duplicator
13191,0,01-01-2013,02-01-2013,1,8802,FrostWire Creative Commons Mixtape 3 Side B,47,Album,FrostClick
13192,0,02-01-2013,00-00-0000,6,29484,FrostWire Creative Commons Mixtape 3 Side A,38,Single Tracks,FrostClick
13193,0,02-01-2013,15-06-2011,0,1280,Tape Music,4,Album,Vladimir Lenhart
13195,0,02-01-2013,00-00-0000,0,2806,Walk Is Godlike,8,Album,Chotto Ghetto
13198,0,02-01-2013,27-08-2012,0,2341,Bad Panda #144,1,Album,Dead Times
13199,6,03-01-2013,05-11-2012,2,12276,A Magnifique Bande dos Homes sen Medo,5,Album,A Magnifique Bande dos Homes sen Medo
132,0,26-11-2008,00-00-0000,5,22483,blissblood.com,5,Single Tracks,Cantonement Jazz Band
1320,0,04-12-2008,18-06-2007,0,758,Live at WFMU on Liz Berg's Show on 6/18/2007,6,Radio Program,Lexie Mountain Boys
13203,0,03-01-2013,00-00-0000,0,12498,Did You Just Hex Me?,13,Album,Did You Just Hex Me?
13204,0,03-01-2013,18-12-2012,1,2963,Moody New Star,5,Album,Liam Stewart
13205,0,03-01-2013,00-00-0000,0,494,Let Fall The Sparrow EP,1,Album,Let Fall The Sparrow
13206,0,03-01-2013,00-00-0000,1,2993,Acoustic Sessions,3,Album,20lb Sounds
13207,0,03-01-2013,21-12-2012,4,18458,netBloc Vol. 40: AAIR Attack,22,Album,netBloc Artists
13208,1,03-01-2013,01-01-2013,1,6961,United We Fall,9,Album,C-Doc
13209,0,03-01-2013,24-08-2012,1,4172,Bisamråtta (2012),3,Album,Bisamråtta
13210,0,03-01-2013,08-06-2012,0,1892,Mosaic Relics,8,Album,Algesis
13211,0,03-01-2013,15-09-2012,0,1804,a long white sleep,6,Album,Leonardo Rosado
13212,0,03-01-2013,27-03-2012,0,3664,Ромашка,5,Album,Последние Каникулы
13213,0,03-01-2013,03-10-2012,0,5482,"Live on WFMU with Irwin October 3, 2012",9,Live Performance,Megan Jean and the Klay Family Band
13215,0,03-01-2013,01-04-2012,0,2244,RRDL01,7,Album,Radio Royal
13216,0,03-01-2013,24-12-2012,1,513,"Live on WFMU's Ohhhh, The Sweet Sounds of Humanity! with amEdeo December 24, 2012",3,Live Performance,Dolchnakov Brigade
13217,0,03-01-2013,01-06-2012,0,4850,My Beautiful Melancholia,4,Album,Pollux
13218,0,03-01-2013,26-01-2012,8,88203,Stage Theory (Beats vol. 3),17,Album,C. Scott
13219,1,03-01-2013,01-10-2012,1,1727,Doméstico,4,Album,Cocolixe
13220,0,03-01-2013,15-11-2012,1,2092,"Live on WFMU's Dark Night of the Soul with Julie November 15, 2012",5,Live Performance,Tamaryn
13222,0,03-01-2013,12-08-2012,0,768,Anaphora,1,Album,aboombong
13223,0,03-01-2013,01-07-2016,1,2404,adumbral: études dans le contrôle imprécis,7,Album,aboombong
13224,0,03-01-2013,00-00-0000,2,5270,Big Red Sessions,13,Album,David Rovics
13226,0,03-01-2013,00-00-0000,0,5198,The UnAmerican LP,18,Album,Emcee Lynx
13227,0,03-01-2013,00-00-0000,0,50091,The First 100 Songs,100,Album,+HIRS+
13228,0,03-01-2013,00-00-0000,1,2099,The Promise,6,Album,Sanawon
13229,0,03-01-2013,00-00-0000,0,14231,Parias in the Woods,19,Album,SOB Pariassound
13230,0,04-01-2013,04-01-2013,0,2634,[EPV_115] Electro Thrash EP,2,Album,DT.BG.
13231,0,04-01-2013,28-01-2013,0,339,Surge of the Lucid,1,Album,Dissolved
13233,2,04-01-2013,09-08-2006,3,9972,Last Sigh,8,Album,Holy Pain
13234,0,04-01-2013,10-11-2004,0,12142,L'Ultima Ora,10,Album,Aching Beauty
13235,0,04-01-2013,15-09-2011,2,5999,Где нет места цифрам…осталась ЛЮБОВЬ?,11,Album,Molecul
13236,0,04-01-2013,00-00-0000,0,4421,Adam,21,Album,Shearer
13237,0,04-01-2013,00-00-0000,1,9498,Elysia,13,Album,Obsidian Shell
13238,0,04-01-2013,09-07-2013,0,3767,For The Risk Of Everything (Album $ample),2,Album,Jared C. Balogh
13239,0,04-01-2013,00-00-0000,0,1726,The Urgent Micro EP,2,Album,Crimson Sun
13240,0,04-01-2013,20-10-2010,0,6181,Plaszmadkaos,10,Album,ID:VISION
13241,0,04-01-2013,00-00-0000,0,1687,come on let's be druids,10,Album,Lazer Boy
13242,0,06-01-2013,00-00-0000,1,2574,We Be Geese,9,unknown,Geese
13244,0,07-01-2013,07-01-1998,0,15748,Tiger of Turkestan,12,Album,Lance Mannion Orchestra
13245,0,07-01-2013,01-12-2004,2,70266,Wakka Chikka Wakka Chikka: Porn Music for the Masses Volume 1,17,Album,Various Artists
13246,1,07-01-2013,04-10-2012,1,20307,Xinyue Yam and The Mystery Level Original Soundtrack,6,Album,The J. Arthur Keenes Band
13247,2,07-01-2013,12-12-2012,1,19306,Owl Time,11,Album,Kellee Maize
13248,0,07-01-2013,28-01-2010,1,28556,Aligned Archetype,22,Album,Kellee Maize
13249,0,07-01-2013,22-11-2012,8,22732,Cirque de Poche,8,Album,Digi G'Alessio
13250,0,07-01-2013,11-11-2011,1,20308,Integration,17,Album,Kellee Maize
13251,1,07-01-2013,24-06-2008,1,37216,Drop a 4 note Soundtrack,15,Album,Cherly KaCherly
13253,0,07-01-2013,00-00-0000,0,2225,Unreleased (Live on CKUT's New Shit),1,Album,Zs
13254,0,07-01-2013,00-00-0000,0,4138,Attack of the Clouds,10,Album,Kevin Bryce
13255,0,08-01-2013,13-01-2012,0,781,5,11,Album,Tearpalm
13256,1,08-01-2013,08-01-2013,2,13249,The Metamorphosis EP,6,Album,Gluid
13257,0,08-01-2013,05-04-2012,0,412,Ghost Cumulus in Belgrade Night Sky,5,Album,Tearpalm
13258,0,08-01-2013,06-06-2012,0,3188,Riffs,10,Album,Crno dete
13259,0,08-01-2013,21-09-2011,1,2437,Moon Boys,33,Album,Napred u prošlost
13260,0,08-01-2013,06-05-2009,1,558,Dodole,10,Album,Klopka za pionira
13261,0,08-01-2013,31-01-2011,0,425,Živa sila,6,Album,Klopka za pionira
13263,0,08-01-2013,00-00-0000,0,416,Bleached Dream,9,Album,Luminous in Nummer
13264,0,08-01-2013,21-07-2011,0,7408,Živa sila remix,6,Album,Weird Cop
13265,0,09-01-2013,00-00-0000,0,926,Favorites 05: Ben Heller,12,Album,Benji Cossa
13266,3,09-01-2013,07-01-2013,1,2016,Volukta,10,Album,M-PeX & Makrox
13267,0,09-01-2013,09-12-2012,1,11501,Live on WFMU's Underwater Theme Park with Meghan Mckee 12/9/12,5,Album,The Reverend Peyton's Big Damn Band
13270,0,09-01-2013,07-01-2013,2,32636,Brace For Gravity,8,Album,Rho
13271,0,09-01-2013,16-11-2013,0,979,Live on Pseu's Thing With a Hook 11/16/12,22,Album,Jett Brando
13273,1,09-01-2013,00-00-0000,1,2605,Stinky Beats,15,Album,Stinky Treats
13275,1,09-01-2013,00-00-0000,0,1223,MD 68,9,Album,Filthy La Bottom
13276,1,09-01-2013,00-00-0000,2,10672,Viva La Revolution!,7,Album,Dorothy's Magic Bag
13277,0,09-01-2013,07-01-2013,0,850,Live on WFMU's Airborne Event with Dan Bodah 1/7/13,4,Album,Colin L. Orchestra
13278,0,10-01-2013,25-09-2012,1,1734,ePop027,3,unknown,Cape Canaveral
13279,0,10-01-2013,00-00-0000,0,1289,Taigerbery - Clean Up,2,Single Tracks,TIGERBERRY
13280,0,10-01-2013,20-12-2012,0,1184,"Live on WFMU's Dark Night of the Soul with Julie - December 20, 2012",8,Album,Emily Danger
13281,0,10-01-2013,16-06-2009,9,56040,Vol 4: Satie: Rearranged Furniture Music,13,Album,Chad Crouch
13282,0,10-01-2013,04-07-2012,1,3304,Drevlanka,5,Album,pawspaws
13283,0,10-01-2013,11-07-2012,0,59399,Salma Y koko,9,Album,Limbo Deluxe
13284,0,10-01-2013,02-09-2011,0,2750,Dropping A Deuce,11,Album,shitbird
13285,0,10-01-2013,08-01-2007,3,25535,Age of Feminine,11,Album,Kellee Maize
13286,0,10-01-2013,15-08-2012,1,97345,BLackEr than yOur Dad,9,Album,BLEO
13288,1,10-01-2013,00-00-0000,1,2226,Dreams Are Not Dreams,6,Album,Onyx System
13289,1,10-01-2013,25-08-2011,2,13484,YOU ARE,5,Album,Electric Children
13290,0,10-01-2013,00-00-0000,2,33159,Mysteries and Secrets Unzipped: Soundtrack,7,Album,Square People
13291,0,10-01-2013,22-01-2012,0,392,Bruto Mecánico,4,Album,Los Cuatrocientos Golpes
13292,0,10-01-2013,00-00-0000,0,986,Arrastrado A La Cienaga,5,unknown,Los Cuatrocientos Golpes
13293,0,10-01-2013,15-12-2012,2,1247,"Live on WFMU's Shrunken Planet with Jeffrey Davison - December 15, 2012",6,Radio Program,St. Claire
13295,1,11-01-2013,00-00-0000,0,16259,X Members No Peddlers 1999,29,Album,Colin Langenus
13296,1,11-01-2013,00-00-0000,0,6092,X Members No Peddlers 1999,26,Album,Jonah Rapino
13297,1,11-01-2013,00-00-0000,0,5524,This Is Everyday,11,Album,Colin Langenus
13298,0,11-01-2013,00-00-0000,0,156,Live at South Bend,1,Album,Colin L. Orchestra
13299,1,11-01-2013,00-00-0000,0,3678,Live on WNYU,8,Album,Colin L. Orchestra
133,0,26-11-2008,07-01-2009,0,2680,Lingua Ignota,12,Album,Celesteville
13300,0,11-01-2013,14-06-2012,2,19587,The Secret Number,8,Album,Jan Morgenstern
13301,1,11-01-2013,00-00-0000,1,12034,The Fired Dept.,12,Album,The Monitors
13302,0,11-01-2013,06-06-2008,2,33063,Big Buck Bunny,10,Album,Jan Morgenstern
13303,1,11-01-2013,11-01-2013,3,50722,Give Me a Beat,13,Album,Tricky Diesel
13304,0,13-01-2013,00-00-0000,0,2807,nx011,5,Album,Miquel Parera
13307,0,13-01-2013,17-10-2012,0,425,Escape,1,Single Tracks,TIGERBERRY
13308,0,13-01-2013,13-01-2013,0,316,(auto/anti)nomía,3,Album,eduardo f. rosario
13309,0,14-01-2013,14-01-2013,0,6448,Mo Gear,5,Album,Smurd
13310,0,14-01-2013,00-00-0000,0,3460,Téte de MO,18,Album,Nicolas Tic Tac
13311,0,14-01-2013,25-11-2012,0,7208,No Peddlers & Mass Dist All Stars Rap Mix Tape 2012,149,Album,No Peddlers
13312,2,14-01-2013,24-12-2012,0,10119,Live on Airborne Event with Dan Bodah 12/24/12,14,Album,Koliadnyky of Kryvorivnia
13313,0,14-01-2013,11-08-2012,1,16278,Chizzle Dizzle,9,Album,Jake Allison
13314,0,14-01-2013,06-09-2012,0,1969,Live at CKUT on Venus,4,Album,Echo Beach
13315,1,14-01-2013,13-01-2013,1,58091,Infinito,6,unknown,Lá Eles
13316,1,15-01-2013,01-11-2008,0,43791,Just Before April,10,Album,springtide
13317,0,15-01-2013,06-12-2009,1,2296,Bird Requiem,7,Album,Summons of Shining Ruins
13318,0,15-01-2013,22-12-2012,1,4728,Lifts the Curse,6,Album,Souvenir Driver
13320,1,15-01-2013,00-00-0000,0,8676,Lights E.P.,5,unknown,Happy Prescriptions
13321,0,15-01-2013,21-06-2011,1,9691,69º54´S-135º12´E,5,Album,Lauki
13322,3,16-01-2013,04-12-2012,38,94822,Gold Can Stay,4,Album,Broke For Free
13323,0,16-01-2013,00-00-0000,0,729,Dil - Live at Cafe OTO,1,Album,Will Guthrie
13324,0,16-01-2013,15-01-2013,1,9306,All Becomes Dust,22,Album,Just Plain Ant
13325,0,16-01-2013,01-12-2010,0,1848,x,4,Album,Dungeon Broads
13326,0,16-01-2013,09-08-2012,2,4584,Pussy Willow,4,Album,Coppertone
13327,0,16-01-2013,11-12-2010,0,736,y,5,Album,Dungeon Broads
13328,2,16-01-2013,27-11-2012,1,1990,Side A and B,2,Single Tracks,Pak
13329,0,16-01-2013,11-10-2011,0,5291,Your Smell When You're Naked,18,Album,EARTH-ENEMY
13330,0,16-01-2013,15-11-2012,0,1039,Yours Truly,2,Album,Spiritual Recess
13331,0,16-01-2013,02-04-2010,1,1884,s/t,5,Album,BLOODHUFF
13332,0,16-01-2013,16-01-2013,0,8018,Resonant Tableaux,12,Album,Charles Rice Goff III and Jared C. Balogh
13333,0,16-01-2013,21-12-2011,3,3564,live in black ops,6,Album,Mincemeat or Tenspeed
13334,0,16-01-2013,24-12-2010,0,9280,A Very Messy Holiday,4,Album,Dungeon Broads
13335,1,16-01-2013,11-10-2011,1,6069,killed at 13,4,Album,Mark Lord
13336,4,17-01-2013,21-08-2012,3,26140,Toussaint Morrison Is Not My Boyfriend,19,Album,Toussaint Morrison
13339,1,17-01-2013,17-01-2013,2,2157,WEARE,7,Album,raw zombiez
13340,0,17-01-2013,09-01-2013,1,8035,Space Invaders,13,Album,Surak
13341,0,17-01-2013,17-01-2013,1,477,Lonely Night,2,Album,the 2000
13342,0,17-01-2013,17-01-2013,0,7080,STURM AND DRANG,7,Album,ilkobra
13343,0,17-01-2013,19-07-2012,0,1437,Earbuds (Volume 1),10,Album,Thegntlmn
13344,0,17-01-2013,13-12-2012,0,3123,Earbuds (Volume 2),8,Album,Thegntlmn
13345,0,17-01-2013,28-05-2012,0,2093,the fire throws,8,Album,Trigger (Wind Trio)
13346,0,17-01-2013,13-11-2012,0,2343,Pretty Legs and Bishop's Curse,4,Album,szubrawy kot
13347,0,17-01-2013,10-10-2012,2,7321,Sleeping on Stage,6,Album,Russian Tsarlag
13348,0,17-01-2013,16-01-2013,0,3439,z,10,Album,Dungeon Broads
13349,0,18-01-2013,18-01-2013,1,2347,Of Marsh and Mallow,3,Album,Hypermagic
13350,0,18-01-2013,00-00-0000,0,5866,Commuter,9,Album,The Monitors
13351,1,19-01-2013,19-01-2013,2,2720,Utterly Heartbreaking (EP),5,Album,Old Splendifolia
13352,0,19-01-2013,00-00-0000,3,24488,Piano du pauvre,3,Single Tracks,Circus Marcus
13353,4,20-01-2013,00-00-0000,1,20424,Uncle Frederick Soundtrack,11,Album,Krowne
13354,0,20-01-2013,10-08-2011,0,3156,Works 2006-2007,7,Album,Eric Boros
13355,0,20-01-2013,20-01-2013,0,1805,Thkad..,3,Album,THKAD
13356,0,20-01-2013,21-01-2013,0,6326,Inner Vacuum,11,Album,Organoid
13359,0,22-01-2013,00-00-0000,0,7021,Born Punk,10,Album,Sam Gas Can
13361,0,22-01-2013,24-12-2012,0,7111,Freaks At A Wake (Monotron),2,Album,Keshco
13364,0,23-01-2013,23-01-2013,3,1156,WHNZ:48:NTHSTH,7,Album,A.M/Uton
13365,0,23-01-2013,23-01-2013,0,818,WHNZ:49:AMU,5,Album,NTHnth STHsth
13366,4,23-01-2013,07-01-2013,1,2629,Below the Green,5,Album,Misay Day
13367,1,23-01-2013,00-00-0000,0,3545,WWW,18,Album,sirqueue
13370,0,23-01-2013,00-00-0000,0,1100,"Live on CKUT's New Shit, January 21, 2013",1,Album,Babi Audi
13371,0,23-01-2013,00-00-0000,2,31952,Dodecaheadroom,10,Album,Edward Shallow
13372,0,23-01-2013,23-01-2013,0,524,arche,1,Album,tomas gris
13375,0,24-01-2013,30-04-2012,0,1214,Conflicting Landscapes,3,Album,She Said Destroy
13376,0,24-01-2013,20-11-2012,1,3045,Sultry Daggers,10,Album,the tunnel
13377,0,24-01-2013,07-01-2013,1,3735,SWEET BOMBS,7,Album,Music Komite
13378,0,24-01-2013,24-01-2013,0,5833,"HZ-VA002: ""amorphous""",18,Album,Various Artists
13379,0,24-01-2013,22-01-2013,0,5077,"Live on WFMU's Three Chord Monte - Jan 22, 2013",9,Radio Program,The Piggies
13380,0,24-01-2013,15-01-2013,0,1926,"Live on WFMU's Three Chord Monte with Joe Belock - Jan 15, 2013",7,Radio Program,Triple Hex
13381,0,25-01-2013,15-06-2007,1,4721,The Silence Industry,7,Album,the silence industry
13386,0,26-01-2013,26-01-2013,6,38716,The Pomegranate Cycle,16,Album,Textile Audio
13387,0,27-01-2013,25-01-2013,1,1642,[EPV_118] cult,5,Album,SANMI
13390,0,27-01-2013,22-01-2013,1,813,Ala Social Net 2012 - Netlabel Live Session,1,Live Performance,Various Artists - Ala Social Net
13392,0,27-01-2013,27-01-2013,0,1546,winterreise,1,Album,brice catherin
13394,2,28-01-2013,05-12-2012,1,24247,Forgotten Machines,19,Album,Decktonic
13395,2,28-01-2013,28-01-2013,1,11939,Counterpoint,53,Album,Sick To The Back Teeth
13396,0,28-01-2013,00-00-0000,0,1827,Pop in Bouvet - Vol.1,28,Album,Mike Morton
13397,0,28-01-2013,00-00-0000,0,3638,oblivion,12,Album,Vesme Dreamchatcher Kiong
13399,2,29-01-2013,20-01-2009,4,11147,Demo #1,9,Album,Jenifer Avila
134,0,26-11-2008,07-01-2009,0,907,Birdlike Movements,9,Album,Celesteville
13401,0,29-01-2013,23-01-2013,0,2435,Live on Distort Jersey City with Deed Runlea 1/23/13,18,Album,The Guts
13403,0,29-01-2013,25-01-2013,0,925,Live on WFMU's The Long Rally with Scott McDowell 1/25/13,1,Album,Golden Retriever
13406,0,30-01-2013,00-00-0000,0,1215,Ryoma Maeda - Girls Sumo Ending Theme,1,Single Tracks,Ryoma Maeda
1341,0,04-12-2008,20-04-2006,0,1809,Live at WFMU on Acapulco Dance Party on 4/20/2006,1,Radio Program,Steve Mackay
13410,0,30-01-2013,00-00-0000,0,1578,"""I Got A Line""",1,Album,Johnny Salvage
13411,0,30-01-2013,00-00-0000,0,925,"""Don't Give Up On Me""",2,Album,Craycrays
13414,0,31-01-2013,14-01-2013,0,1909,Live on WFMU's Airborne Event with Dan Bodah - Jan 14. 2013,27,Radio Program,Twins of El Dorado
13417,1,31-01-2013,00-00-0000,0,1873,Clochette,12,Album,Radikal satan
13423,0,01-02-2013,01-07-2012,0,1745,Sirin,6,Album,Jari Pitkanen
13424,0,01-02-2013,01-02-2013,1,3139,liber 1 – metempsychosis,33,Album,the hermit
13425,0,01-02-2013,00-00-0000,1,4860,January,8,unknown,Mr. & Mrs. Smith
13433,1,02-02-2013,02-02-2013,2,7514,Midnight Sun,6,Album,Peter DiPhillips
13435,0,03-02-2013,07-03-2012,0,7980,Cheese Wizards,17,Album,Guitar Wizards of the Future
13437,0,04-02-2013,12-06-2012,0,2171,Great Stewardship,8,Album,Gutterhulk
13438,0,04-02-2013,01-02-2007,0,8680,Coco,6,Album,Lee Rosevere
13440,0,04-02-2013,04-02-2013,1,3434,Aftermath EP,4,Album,Plastic Flowers
13441,0,04-02-2013,00-00-0000,0,2602,The Art Of Boredom I,44,Album,The Basic Income Earth Network
13442,0,04-02-2013,00-00-0000,0,536,The Mutwawa Mess-Ups,13,Album,FACIALMESS/ MUTWAWA
13443,2,04-02-2013,00-00-0000,3,57262,Music From The Middle Room,25,Album,Bleak House
13444,0,05-02-2013,05-02-2013,0,944,Complications Set In,5,Album,Riasni Drova Consort
13445,0,05-02-2013,10-02-2013,1,1794,Omens & Talismans,2,Album,Farthest South
13448,0,06-02-2013,05-02-2013,4,16042,II,8,Album,BJ Block & Dawn Pemberton
13449,3,06-02-2013,06-04-2011,2,19519,The Land of Make Believe,8,Album,BJ Block & Dawn Pemberton
13452,0,07-02-2013,07-02-2013,0,5785,Ophiuchi [Deluxe],24,Album,theAudiologist
13453,0,07-02-2013,00-00-0000,0,723,Solo @ Cafe OTO,1,Live Performance,Nikos Veliotis
